incident_id,incident_name,organisation,org_type,sector,country,incident_type,attack_vector,threat_actor,threat_actor_type,supply_chain,downstream_orgs_affected,date_occurred,date_discovered,date_disclosed,dwell_time_days,detection_method,records_affected,data_types_exposed,ransom_demanded_usd,ransom_paid,downtime_days,estimated_cost_usd,regulator_notified,severity,is_synthetic,source,notes
SYN-00873,Insider incident at Wright-Osborne,Wright-Osborne,private,Healthcare,GB,Insider incident,Negligent insider,Unattributed,Insider,False,,2019-03-20,2019-03-22,2019-04-09,2,Third-party notification,31870,bank_details|donation_history|email|health,,not_applicable,1,4992652,yes,medium,True,synthetic (Faker),
SYN-00225,Ransomware at Chambers Inc,Chambers Inc,private,Logistics,CA,Ransomware,Unpatched vulnerability,TinCathedral,Ransomware crew,False,,2019-03-27,2019-03-27,2019-04-01,0,Security vendor / MDR,588,credit_card|date_of_birth|email|employment|name|phone|ssn_or_ni_number,4962799,undisclosed,37,3121164,yes,high,True,synthetic (Faker),
SYN-00048,Phishing campaign at Literacy Trust,Literacy Trust,nonprofit,Charity/Nonprofit,DE,Phishing campaign,Phishing,QuietFathom,Ransomware crew,False,,2019-03-08,2019-03-28,2019-03-29,20,Public leak / dark web,2427,credit_card|donation_history|health,33242,no,2,,yes,medium,True,synthetic (Faker),
SYN-00190,Phishing campaign at Singh-Jones,Singh-Jones,private,Healthcare,IE,Phishing campaign,Phishing,Unattributed,Unknown,False,,2019-01-06,2019-03-29,2019-03-30,82,Law enforcement notification,55619,bank_details|date_of_birth|email|health|internal_email|phone|postal_address,,not_applicable,2,4648680,yes,medium,True,synthetic (Faker),
SYN-00447,Ransomware at Bond-O'Neill,Bond-O'Neill,private,Financial services,AU,Ransomware,Help-desk social engineering,Unattributed,Ransomware crew,False,,2019-04-05,2019-04-08,2019-04-27,3,Security vendor / MDR,11496,bank_details|email|employment|name|phone|postal_address,103363,no,3,2346543,yes,medium,True,synthetic (Faker),
SYN-00971,Ransomware at Kindling Care,Kindling Care,nonprofit,Charity/Nonprofit,GB,Ransomware,Unpatched vulnerability,QuietFathom,Ransomware crew,False,,2019-04-04,2019-04-08,2019-04-19,4,Public leak / dark web,1971,bank_details|date_of_birth|health|postal_address|ssn_or_ni_number,3626199,no,10,523599,yes,medium,True,synthetic (Faker),
SYN-00699,Ransomware at Carlson-Andrews,Carlson-Andrews,private,Legal/Professional,IN,Ransomware,Exposed RDP/VPN,GlassMantis,Ransomware crew,False,,2019-04-06,2019-04-09,2019-04-30,3,Public leak / dark web,16601,bank_details|health|passport|phone|postal_address,4248976,no,19,2131237,yes,high,True,synthetic (Faker),
SYN-00861,Ransomware at Beacon Hill Fund,Beacon Hill Fund,nonprofit,Charity/Nonprofit,DE,Ransomware,Unpatched vulnerability,TinCathedral,Ransomware crew,False,,2019-04-03,2019-04-12,2019-04-16,9,Internal detection,33852,donation_history|employment|internal_email|name|passport|phone|postal_address,8478180,no,6,2711716,yes,medium,True,synthetic (Faker),
SYN-00575,DDoS at Fernandez Inc,Fernandez Inc,private,Healthcare,IN,DDoS,Application-layer flood,Unattributed,Hacktivist,False,,2019-04-14,2019-04-18,2019-04-20,4,Internal detection,,not_applicable,,not_applicable,6,292438,no,medium,True,synthetic (Faker),
SYN-00859,"Ransomware at Armstrong, Cross and Davidson","Armstrong, Cross and Davidson",vendor,Cloud/SaaS,NL,Ransomware,Phishing,ObsidianKoi,Ransomware crew,True,548,2019-04-12,2019-04-19,2019-04-26,7,Third-party notification,671822,credit_card|email|name|passport|phone,404439,undisclosed,2,113909602,unknown,medium,True,synthetic (Faker),
SYN-00488,"Ransomware at Ramirez, Hays and Becker","Ramirez, Hays and Becker",private,Retail,US,Ransomware,Compromised credentials,ObsidianKoi,Ransomware crew,False,,2019-04-19,2019-04-24,2019-04-29,5,Internal detection,426115,credit_card|date_of_birth|email|health|name|phone|postal_address,14256346,no,23,73636754,yes,high,True,synthetic (Faker),
SYN-00024,Ransomware at Bond Inc,Bond Inc,private,Financial services,GB,Ransomware,Compromised credentials,NineSpindle,Ransomware crew,False,,2019-04-16,2019-04-26,2019-05-04,10,Internal detection,72564,email|health,360362,undisclosed,6,13146899,yes,high,True,synthetic (Faker),
SYN-00769,Ransomware at Smith Group,Smith Group,private,Manufacturing,GB,Ransomware,Compromised credentials,VelvetSiphon,Ransomware crew,False,,2019-04-26,2019-04-27,2019-04-30,1,Internal detection,135980,credentials|credit_card|email|internal_email|phone|postal_address,216972,no,4,6302963,yes,medium,True,synthetic (Faker),
SYN-00668,Data breach at Robertsland Authority,Robertsland Authority,public,Education,US,Data breach,Insecure API endpoint,Unattributed,Ransomware crew,False,,2019-03-15,2019-05-04,2019-05-09,50,Customer report,35133,passport|phone|ssn_or_ni_number,,not_applicable,1,,yes,medium,True,synthetic (Faker),
SYN-00810,DDoS at North Ericport Council,North Ericport Council,public,Education,GB,DDoS,Application-layer flood,AmberBastion,Ransomware crew,False,,2019-05-07,2019-05-08,2019-06-18,1,Customer report,,not_applicable,,not_applicable,1,,no,medium,True,synthetic (Faker),
SYN-00754,Supply chain compromise at Fisher PLC,Fisher PLC,vendor,Cloud/SaaS,US,Supply chain compromise,Trojanised software update,Unattributed,Unknown,True,445,2019-02-07,2019-05-12,2019-05-15,94,Third-party notification,2242262,email|postal_address,,not_applicable,0,163945702,yes,high,True,synthetic (Faker),
>>>>>>> 8a74902011229c25354fcb7e063b9152ef665657
SYN-00174,Unauthorised access at Youth Network,Youth Network,nonprofit,Charity/Nonprofit,IE,Unauthorised access,Insecure API endpoint,Unattributed,Ransomware crew,False,,2019-05-08,2019-05-13,2019-05-17,5,Routine audit,467,donation_history|email|employment|name|phone|postal_address,,not_applicable,0,46755,yes,low,True,synthetic (Faker),
SYN-00382,DDoS at Beacon Hill Foundation,Beacon Hill Foundation,nonprofit,Charity/Nonprofit,CA,DDoS,Volumetric flood,Unattributed,Financially motivated,False,,2019-05-12,2019-05-13,2019-05-16,1,Third-party notification,,not_applicable,,not_applicable,1,172116,unknown,low,True,synthetic (Faker),
SYN-00761,Data breach at Payne-Thompson,Payne-Thompson,private,Healthcare,AU,Data breach,Compromised credentials,VelvetSiphon,Ransomware crew,False,,2019-05-05,2019-05-13,2019-05-16,8,Internal detection,25043,donation_history|health|passport|phone,,not_applicable,1,4647027,yes,medium,True,synthetic (Faker),
SYN-00293,Business email compromise at Mills and Sons,Mills and Sons,private,Manufacturing,NL,Business email compromise,Phishing,Unattributed,Nation state,False,,2019-05-04,2019-05-16,2019-05-30,12,Third-party notification,,not_applicable,,not_applicable,2,478434,unknown,medium,True,synthetic (Faker),
SYN-00492,Business email compromise at Thomas Ltd,Thomas Ltd,private,Retail,CA,Business email compromise,Compromised credentials,NineSpindle,Ransomware crew,False,,2019-03-29,2019-05-18,2019-05-18,50,Internal detection,,not_applicable,,not_applicable,0,,no,medium,True,synthetic (Faker),
<<<<<<< HEAD
SYN-01454,Business email compromise at Ortizland District Board,Ortizland District Board,public,Education,GB,Business email compromise,Compromised credentials,CobaltFinch,Nation state,False,,2019-05-05,2019-05-18,2019-05-22,13,Internal detection,,not_applicable,372908,no,3,101793,no,medium,True,synthetic (Faker),
SYN-01135,"Ransomware at Mistry, Cartwright and Jackson","Mistry, Cartwright and Jackson",private,Financial services,FR,Ransomware,Exposed RDP/VPN,SlateWarden,Ransomware crew,False,,2019-05-13,2019-05-21,2019-05-21,8,Third-party notification,27733,bank_details|name,136412,no,33,5214959,yes,high,True,synthetic (Faker),
SYN-00577,Unauthorised access at Joelberg NHS Trust,Joelberg NHS Trust,public,Education,US,Unauthorised access,MFA fatigue,Unattributed,Ransomware crew,False,,2019-04-20,2019-05-24,2019-07-31,34,Third-party notification,36805,bank_details|date_of_birth|email|employment|passport|phone|safeguarding_notes,,not_applicable,5,,yes,medium,True,synthetic (Faker),
SYN-01394,Supply chain compromise at Ryan Group,Ryan Group,private,Retail,US,Supply chain compromise,Trojanised software update,Unattributed,Unknown,True,10,2019-02-03,2019-05-25,2019-05-30,111,Security vendor / MDR,1324721,bank_details|employment|phone|postal_address|safeguarding_notes,,not_applicable,1,,yes,high,True,synthetic (Faker),
SYN-01573,Phishing campaign at Smith-Rodriguez,Smith-Rodriguez,vendor,Nonprofit technology,GB,Phishing campaign,Phishing,NorthQuarry,Ransomware crew,True,58,2019-03-23,2019-05-26,2019-06-01,64,Third-party notification,1057322,bank_details|credit_card|donation_history|email|ssn_or_ni_number,1066276,undisclosed,0,88264616,yes,high,True,synthetic (Faker),
SYN-01424,Phishing campaign at Miller-Brown,Miller-Brown,private,Retail,DE,Phishing campaign,Phishing,Unattributed,Insider,False,,2019-05-03,2019-05-27,2019-06-02,24,Internal detection,46900,date_of_birth|email|name|phone|postal_address,,not_applicable,8,,yes,medium,True,synthetic (Faker),
=======
SYN-00577,Unauthorised access at Joelberg NHS Trust,Joelberg NHS Trust,public,Education,US,Unauthorised access,MFA fatigue,Unattributed,Ransomware crew,False,,2019-04-20,2019-05-24,2019-07-31,34,Third-party notification,36805,bank_details|date_of_birth|email|employment|passport|phone|safeguarding_notes,,not_applicable,5,,yes,medium,True,synthetic (Faker),
>>>>>>> 8a74902011229c25354fcb7e063b9152ef665657
SYN-00295,Business email compromise at Harvest Care,Harvest Care,nonprofit,Charity/Nonprofit,US,Business email compromise,Compromised credentials,AmberBastion,Ransomware crew,False,,2019-05-13,2019-05-28,2019-06-03,15,Public leak / dark web,2,email|health|internal_email|name|phone,,not_applicable,1,,yes,medium,True,synthetic (Faker),
SYN-00332,"Data breach at Carlson, Ware and Moore","Carlson, Ware and Moore",private,Manufacturing,GB,Data breach,Compromised credentials,Unattributed,Financially motivated,False,,2019-05-19,2019-05-28,2019-06-02,9,Internal detection,80715,date_of_birth|email|name|phone|postal_address,,not_applicable,4,6506429,unknown,medium,True,synthetic (Faker),
SYN-00950,Data breach at Rossside Council,Rossside Council,public,Local government,US,Data breach,Unpatched vulnerability,PaleHydra,Ransomware crew,False,,2019-05-14,2019-05-28,2019-05-31,14,Third-party notification,6762,email|phone|postal_address|safeguarding_notes,,not_applicable,0,458893,yes,medium,True,synthetic (Faker),
SYN-00776,DDoS at Alexandriaview District Board,Alexandriaview District Board,public,Energy/Utilities,FR,DDoS,Volumetric flood,IronMagpie,Ransomware crew,False,,2019-05-21,2019-05-30,2019-06-06,9,Third-party notification,,not_applicable,,not_applicable,1,318205,unknown,medium,True,synthetic (Faker),
<<<<<<< HEAD
SYN-01480,Business email compromise at Wilson LLC,Wilson LLC,private,Logistics,SG,Business email compromise,Phishing,Unattributed,Ransomware crew,False,,2019-05-23,2019-06-01,2019-06-09,9,Internal detection,,not_applicable,,not_applicable,1,163259,unknown,medium,True,synthetic (Faker),
SYN-01739,Data breach at Shelter Alliance,Shelter Alliance,nonprofit,Charity/Nonprofit,US,Data breach,Phishing,Unattributed,Financially motivated,False,,2019-04-30,2019-06-03,2019-06-07,34,Internal detection,78217,credit_card|donation_history|email|health|name|phone|safeguarding_notes,,not_applicable,0,3206896,yes,medium,True,synthetic (Faker),
SYN-00451,"Data breach at Jenkins, Ortiz and Andrews","Jenkins, Ortiz and Andrews",vendor,Cloud/SaaS,NL,Data breach,Phishing,NorthQuarry,Ransomware crew,True,37,2019-05-30,2019-06-05,2019-06-09,6,Public leak / dark web,2430272,email|health|name|phone|postal_address,,not_applicable,2,343997583,yes,high,True,synthetic (Faker),
SYN-01684,Data breach at Wellbeing Support,Wellbeing Support,nonprofit,Charity/Nonprofit,NL,Data breach,Unpatched vulnerability,Unattributed,Unknown,False,,2019-05-18,2019-06-06,2019-06-16,19,Internal detection,877,credit_card|donation_history|email|phone|postal_address,,not_applicable,0,187216,yes,low,True,synthetic (Faker),
=======
SYN-00451,"Data breach at Jenkins, Ortiz and Andrews","Jenkins, Ortiz and Andrews",vendor,Cloud/SaaS,NL,Data breach,Phishing,NorthQuarry,Ransomware crew,True,37,2019-05-30,2019-06-05,2019-06-09,6,Public leak / dark web,2430272,email|health|name|phone|postal_address,,not_applicable,2,343997583,yes,high,True,synthetic (Faker),
>>>>>>> 8a74902011229c25354fcb7e063b9152ef665657
SYN-00676,Data breach at Literacy Alliance,Literacy Alliance,nonprofit,Charity/Nonprofit,GB,Data breach,Misconfigured cloud storage,Unattributed,Financially motivated,False,,2019-05-18,2019-06-10,2019-06-16,23,Third-party notification,3528,credentials|donation_history|employment|health|name|phone|postal_address,,not_applicable,0,376689,yes,medium,True,synthetic (Faker),
SYN-00334,Ransomware at Perryborough Authority,Perryborough Authority,public,Education,GB,Ransomware,Compromised credentials,SlateWarden,Ransomware crew,False,,2019-06-01,2019-06-12,2019-06-23,11,Internal detection,1882649,internal_email|phone|postal_address|safeguarding_notes,775783,yes,5,106603727,yes,high,True,synthetic (Faker),
SYN-00210,"Data breach at Fernandez, Kim and George","Fernandez, Kim and George",vendor,Cloud/SaaS,IN,Data breach,Unpatched vulnerability,Unattributed,Financially motivated,False,,2019-06-01,2019-06-13,2019-06-15,12,Internal detection,59541,credentials|date_of_birth|name|passport|phone|postal_address|safeguarding_notes,,not_applicable,4,2900662,unknown,medium,True,synthetic (Faker),
SYN-00500,Supply chain compromise at Underwood and Sons,Underwood and Sons,private,Healthcare,GB,Supply chain compromise,Trojanised software update,HollowLantern,Ransomware crew,True,22,2019-04-30,2019-06-14,2019-06-18,45,Routine audit,145929,bank_details|credentials|credit_card|email|health|internal_email|phone|postal_address,,not_applicable,2,22847307,yes,high,True,synthetic (Faker),
SYN-00682,Business email compromise at Webster-Murphy,Webster-Murphy,vendor,Nonprofit technology,IE,Business email compromise,Phishing,HollowLantern,Nation state,False,,2019-05-09,2019-06-15,2019-06-18,37,Third-party notification,,not_applicable,,not_applicable,0,242295,no,medium,True,synthetic (Faker),
<<<<<<< HEAD
SYN-01984,Ransomware at New Ronald Council,New Ronald Council,public,Local government,GB,Ransomware,Compromised credentials,SlateWarden,Ransomware crew,False,,2019-06-13,2019-06-16,2019-06-18,3,Customer report,9301,bank_details|email|internal_email|passport|postal_address|ssn_or_ni_number,2165735,yes,5,2001368,yes,medium,True,synthetic (Faker),
SYN-01174,Ransomware at Kindling Society,Kindling Society,nonprofit,Charity/Nonprofit,US,Ransomware,Exposed RDP/VPN,NineSpindle,Ransomware crew,False,,2019-06-15,2019-06-17,2019-06-23,2,Internal detection,7809,donation_history|email|health|phone|postal_address,1594662,yes,20,889387,yes,medium,True,synthetic (Faker),
SYN-01079,Phishing campaign at Beacon Hill Care,Beacon Hill Care,nonprofit,Charity/Nonprofit,US,Phishing campaign,Phishing,Unattributed,Unknown,False,,2019-06-11,2019-06-19,2019-06-30,8,Routine audit,1059229,name|phone|postal_address|safeguarding_notes,,not_applicable,1,31563357,yes,high,True,synthetic (Faker),
SYN-00355,"Phishing campaign at Glass, Cunningham and Reid","Glass, Cunningham and Reid",private,Financial services,SG,Phishing campaign,Phishing,Unattributed,Unknown,False,,2019-06-06,2019-06-20,2019-07-08,14,Internal detection,118986,name|passport|phone,,not_applicable,0,14577429,yes,medium,True,synthetic (Faker),
SYN-00557,Phishing campaign at Velasquez-Reese,Velasquez-Reese,private,Hospitality,SG,Phishing campaign,Phishing,NineSpindle,Ransomware crew,False,,2019-04-23,2019-06-21,2019-06-23,59,Public leak / dark web,105933,bank_details|credit_card|phone|postal_address,,not_applicable,1,18102512,unknown,medium,True,synthetic (Faker),
SYN-01822,Ransomware at Hospice Appeal,Hospice Appeal,nonprofit,Charity/Nonprofit,US,Ransomware,Exposed RDP/VPN,IronMagpie,Ransomware crew,False,,2019-06-20,2019-06-22,2019-06-24,2,Third-party notification,28498,date_of_birth|email|employment|name|postal_address,7114014,no,6,1490365,yes,medium,True,synthetic (Faker),
SYN-00025,Data breach at East Teresaburgh Authority,East Teresaburgh Authority,public,Local government,GB,Data breach,Unpatched vulnerability,Unattributed,Ransomware crew,False,,2019-05-31,2019-06-23,2019-06-27,23,Internal detection,34968,postal_address|ssn_or_ni_number,,not_applicable,0,2983000,yes,medium,True,synthetic (Faker),
SYN-00784,"Business email compromise at Roberts, Edwards and Lynch","Roberts, Edwards and Lynch",vendor,Nonprofit technology,GB,Business email compromise,Phishing,Unattributed,Financially motivated,False,,2019-05-28,2019-06-23,2019-07-04,26,Internal detection,,not_applicable,262204,no,0,382084,no,low,True,synthetic (Faker),
SYN-01503,Unauthorised access at Marcborough Authority,Marcborough Authority,public,Local government,GB,Unauthorised access,Compromised credentials,DimStag,Nation state,False,,2019-06-18,2019-06-23,2019-07-06,5,Third-party notification,6325,bank_details|credit_card|date_of_birth|email|health,,not_applicable,2,1167674,yes,medium,True,synthetic (Faker),
